id:ID,name,summary,type,domain_relevance,entity_chunk_id,relation_chunk_id,:LABEL
entity_6644,设备部件,信息待补充,Unknown,unknown,unknown,774|1555,Unknown
entity_6645,水压,信息待补充,Unknown,unknown,unknown,774|1555|811,Unknown
entity_6646,轮子,信息待补充,Unknown,unknown,unknown,774|1555,Unknown
entity_6647,船中线,信息待补充,Unknown,unknown,unknown,774|1555,Unknown
entity_6648,类型,信息待补充,Unknown,unknown,unknown,774|1026|1081|520,Unknown
entity_6649,网状特点,信息待补充,Unknown,unknown,unknown,774,Unknown
entity_6650,边界,信息待补充,Unknown,unknown,unknown,774,Unknown
entity_6651,防止起降装置弄脏舱室,信息待补充,Unknown,unknown,unknown,775|1556,Unknown
entity_6652,哑铃型板,信息待补充,Unknown,unknown,unknown,775|1556,Unknown
entity_6653,大型货轮或油轮,信息待补充,Unknown,unknown,unknown,775|1556,Unknown
entity_6654,自我支撑,信息待补充,Unknown,unknown,unknown,776|1557,Unknown
entity_6655,B型干舷应用,信息待补充,Unknown,unknown,unknown,776|1557,Unknown
entity_6656,压紧装置,信息待补充,Unknown,unknown,unknown,776|1557,Unknown
entity_6657,手动或自动夹扣,信息待补充,Unknown,unknown,unknown,776|1557,Unknown
entity_6658,加强钢板,信息待补充,Unknown,unknown,unknown,777|1558,Unknown
entity_6659,法定要求,信息待补充,Unknown,unknown,unknown,777|1558,Unknown
entity_6660,防水布,信息待补充,Unknown,unknown,unknown,777|1558,Unknown
entity_6661,舱口压条装置,信息待补充,Unknown,unknown,unknown,777|1558,Unknown
entity_6662,夹扣,信息待补充,Unknown,unknown,unknown,777|1558,Unknown
entity_6663,锁住的条,信息待补充,Unknown,unknown,unknown,777|1558,Unknown
entity_6664,人员,信息待补充,Unknown,unknown,unknown,777|1308|1558|456,Unknown
entity_6665,相邻结构,信息待补充,Unknown,unknown,unknown,777|1558,Unknown
entity_6666,高应力,信息待补充,Unknown,unknown,unknown,777|1558,Unknown
entity_6667,轨道截面,信息待补充,Unknown,unknown,unknown,777|1558,Unknown
entity_6668,圆头角钢,信息待补充,Unknown,unknown,unknown,777|1558,Unknown
entity_6669,板,信息待补充,Unknown,unknown,unknown,777|1420|1429|1431|1432|1439|1442|1444|1445|1558|639|648|650|651|661|663|664,Unknown
entity_6670,距离,信息待补充,Unknown,unknown,unknown,777|65|273|190,Unknown
entity_6671,补强,信息待补充,Unknown,unknown,unknown,777|1558,Unknown
entity_6672,边角,信息待补充,Unknown,unknown,unknown,777|1558,Unknown
entity_6673,尾端,信息待补充,Unknown,unknown,unknown,777,Unknown
entity_6674,载重线设计,信息待补充,Unknown,unknown,unknown,778|1558|1559,Unknown
entity_6675,机舱开口,信息待补充,Unknown,unknown,unknown,778|1559,Unknown
entity_6676,船首弯曲部,信息待补充,Unknown,unknown,unknown,779|1560,Unknown
entity_6677,尾板,信息待补充,Unknown,unknown,unknown,779|1560|1561,Unknown
entity_6678,船体舷侧外板,信息待补充,Unknown,unknown,unknown,780|1561,Unknown
entity_6679,首端,信息待补充,Unknown,unknown,unknown,780|1561,Unknown
entity_6680,集中载荷,信息待补充,Unknown,unknown,unknown,780|1561,Unknown
entity_6681,长船桥上层建筑,信息待补充,Unknown,unknown,unknown,781|1562,Unknown
entity_6682,主船体梁,信息待补充,Unknown,unknown,unknown,781|1362|581|1562,Unknown
entity_6683,上甲板的舷侧顶列板,信息待补充,Unknown,unknown,unknown,781|1562,Unknown
entity_6684,上边界,信息待补充,Unknown,unknown,unknown,781|1562,Unknown
entity_6685,间距,信息待补充,Unknown,unknown,unknown,781|1324|1695|1518|1562|280|191|737|745,Unknown
entity_6686,短船桥上层建筑,信息待补充,Unknown,unknown,unknown,781|1562,Unknown
entity_6687,短横舱壁,信息待补充,Unknown,unknown,unknown,782|1563,Unknown
entity_6688,长上层建筑,信息待补充,Unknown,unknown,unknown,782|1563,Unknown
entity_6689,舱室应力,信息待补充,Unknown,unknown,unknown,783,Unknown
entity_6690,防风雨性,信息待补充,Unknown,unknown,unknown,783|1564,Unknown
entity_6691,艏端结构,信息待补充,Unknown,unknown,unknown,784|1565,Unknown
entity_6692,腊楼甲板,信息待补充,Unknown,unknown,unknown,784|1565,Unknown
entity_6693,龙骨与水线之间,信息待补充,Unknown,unknown,unknown,784|1565,Unknown
entity_6694,水线之上,信息待补充,Unknown,unknown,unknown,784|1565,Unknown
entity_6695,抗屈曲,信息待补充,Unknown,unknown,unknown,784,Unknown
entity_6696,大型客船,信息待补充,Unknown,unknown,unknown,785|1566,Unknown
entity_6697,特殊艏舷设计,信息待补充,Unknown,unknown,unknown,785|1566,Unknown
entity_6698,实心圆柱,信息待补充,Unknown,unknown,unknown,785|1566,Unknown
entity_6699,水平腹板,信息待补充,Unknown,unknown,unknown,785|1566,Unknown
entity_6700,垂直扶强材,信息待补充,Unknown,unknown,unknown,785|1566|1517|736,Unknown
entity_6701,较大半径,信息待补充,Unknown,unknown,unknown,785|1566,Unknown
entity_6702,较大厚度,信息待补充,Unknown,unknown,unknown,785,Unknown
entity_6703,高速船舶,信息待补充,Unknown,unknown,unknown,785|1365|584|1566,Unknown
entity_6704,较大方形系数船舶,信息待补充,Unknown,unknown,unknown,785,Unknown
entity_6705,特定海况,信息待补充,Unknown,unknown,unknown,785,Unknown
entity_6706,板材曲率,信息待补充,Unknown,unknown,unknown,786|1567,Unknown
entity_6707,球形船首,信息待补充,Unknown,unknown,unknown,786|1567,Unknown
entity_6708,中央腹板,信息待补充,Unknown,unknown,unknown,786,Unknown
entity_6709,船首设计,信息待补充,Unknown,unknown,unknown,786|1567,Unknown
entity_6710,船壳板厚度,信息待补充,Unknown,unknown,unknown,786,Unknown
entity_6711,缠绕可能性,信息待补充,Unknown,unknown,unknown,786,Unknown
entity_6712,防撞舱壁前方,信息待补充,Unknown,unknown,unknown,787|1568,Unknown
entity_6713,主甲板或二甲板下方,信息待补充,Unknown,unknown,unknown,787|1568,Unknown
entity_6714,中线面舱壁,信息待补充,Unknown,unknown,unknown,787|1568,Unknown
entity_6715,加强材,信息待补充,Unknown,unknown,unknown,787|788|1568|1569|1590|809,Unknown
entity_6716,前端舱壁,信息待补充,Unknown,unknown,unknown,787|1568,Unknown
entity_6717,边舱壁,信息待补充,Unknown,unknown,unknown,787|1568,Unknown
entity_6718,抽吸装置,信息待补充,Unknown,unknown,unknown,788|1569,Unknown
entity_6719,左舷侧,信息待补充,Unknown,unknown,unknown,788|1569,Unknown
entity_6720,右舷侧,信息待补充,Unknown,unknown,unknown,788|1569,Unknown
entity_6721,底孔,信息待补充,Unknown,unknown,unknown,788|1569,Unknown
entity_6722,锚链舱底部,信息待补充,Unknown,unknown,unknown,788|1569,Unknown
entity_6723,竖直半圆型材,信息待补充,Unknown,unknown,unknown,788|1569,Unknown
entity_6724,上边缘,信息待补充,Unknown,unknown,unknown,788,Unknown
entity_6725,边缘,信息待补充,Unknown,unknown,unknown,788,Unknown
entity_6726,固定平台,信息待补充,Unknown,unknown,unknown,788|1569,Unknown
entity_6727,小型阶梯,信息待补充,Unknown,unknown,unknown,788|1569,Unknown
entity_6728,圆端面结构,信息待补充,Unknown,unknown,unknown,788|1569,Unknown
entity_6729,摩擦,信息待补充,Unknown,unknown,unknown,788|1006,Unknown
entity_6730,锚索引导结构,信息待补充,Unknown,unknown,unknown,788,Unknown
entity_6731,锚索引导,信息待补充,Unknown,unknown,unknown,788,Unknown
entity_6732,锚链筒设计,信息待补充,Unknown,unknown,unknown,788,Unknown
entity_6733,凹槽结构,信息待补充,Unknown,unknown,unknown,789|1570,Unknown
entity_6734,牵引力,信息待补充,Unknown,unknown,unknown,789|1570,Unknown
entity_6735,碰撞破坏,信息待补充,Unknown,unknown,unknown,789|1570,Unknown
entity_6736,可变螺距桨,信息待补充,Unknown,unknown,unknown,790|1571,Unknown
entity_6737,可逆桨,信息待补充,Unknown,unknown,unknown,790|1571,Unknown
entity_6738,横向水密隧道,信息待补充,Unknown,unknown,unknown,790|1571,Unknown
entity_6739,推力,信息待补充,Unknown,unknown,unknown,790|791|1571|838|1619,Unknown
entity_6740,横向隧道端面,信息待补充,Unknown,unknown,unknown,790|1571,Unknown
entity_6741,推进装置,信息待补充,Unknown,unknown,unknown,790|1571,Unknown
entity_6742,横向隧道,信息待补充,Unknown,unknown,unknown,790|1571,Unknown
entity_6743,船体阻力,信息待补充,Unknown,unknown,unknown,790,Unknown
entity_6744,能量消耗,信息待补充,Unknown,unknown,unknown,790,Unknown
entity_6745,最大推力,信息待补充,Unknown,unknown,unknown,790,Unknown
entity_6746,航速为零,信息待补充,Unknown,unknown,unknown,790,Unknown
entity_6747,适航性,信息待补充,Unknown,unknown,unknown,791,Unknown
entity_6748,操纵性,信息待补充,Unknown,unknown,unknown,791,Unknown
entity_6749,水密外壳,信息待补充,Unknown,unknown,unknown,791|1572,Unknown
entity_6750,船尾板,信息待补充,Unknown,unknown,unknown,792|1573,Unknown
entity_6751,重甲板横梁,信息待补充,Unknown,unknown,unknown,792,Unknown
entity_6752,船尾整体尺寸,信息待补充,Unknown,unknown,unknown,792,Unknown
entity_6753,船尾振动,信息待补充,Unknown,unknown,unknown,792,Unknown
entity_6754,钢零件,信息待补充,Unknown,unknown,unknown,793|1574,Unknown
entity_6755,铸造,信息待补充,Unknown,unknown,unknown,793|1574|1581|800,Unknown
entity_6756,锻造,信息待补充,Unknown,unknown,unknown,793|1574,Unknown
entity_6757,杆材,信息待补充,Unknown,unknown,unknown,793|1574,Unknown
entity_6758,流线形式,信息待补充,Unknown,unknown,unknown,793|1574,Unknown
entity_6759,铸件,信息待补充,Unknown,unknown,unknown,793|1449|1450|1574|668|669,Unknown
entity_6760,装配件,信息待补充,Unknown,unknown,unknown,793|1574,Unknown
entity_6761,舵柱,信息待补充,Unknown,unknown,unknown,794|1575,Unknown
entity_6762,凹槽,信息待补充,Unknown,unknown,unknown,794,Unknown
entity_6763,操纵系统,信息待补充,Unknown,unknown,unknown,794|1373|592|1575,Unknown
entity_6764,舵杆前方侧面积,信息待补充,Unknown,unknown,unknown,794,Unknown
entity_6765,轴承,信息待补充,Unknown,unknown,unknown,796|1577,Unknown
entity_6766,内管,信息待补充,Unknown,unknown,unknown,796|1577,Unknown
entity_6767,舵轴尺度,信息待补充,Unknown,unknown,unknown,796,Unknown
entity_6768,动力驱动,信息待补充,Unknown,unknown,unknown,797|1578,Unknown
entity_6769,最大吃水,信息待补充,Unknown,unknown,unknown,797|1578,Unknown
entity_6770,70°舱角,信息待补充,Unknown,unknown,unknown,797|1578,Unknown
entity_6771,28秒内转舵65°,信息待补充,Unknown,unknown,unknown,797|1578,Unknown
entity_6772,30°转舵能力,信息待补充,Unknown,unknown,unknown,797|1578,Unknown
entity_6773,60秒内转舵30°,信息待补充,Unknown,unknown,unknown,797|1578,Unknown
entity_6774,舵轴直径超过230mm,信息待补充,Unknown,unknown,unknown,797|1578,Unknown
entity_6775,电动液压,信息待补充,Unknown,unknown,unknown,797|1578,Unknown
entity_6776,两个以上相同动力单元,信息待补充,Unknown,unknown,unknown,797|1578,Unknown
entity_6777,10000t以上的液化气船,信息待补充,Unknown,unknown,unknown,797|1578,Unknown
entity_6778,70000t以上的其他种类船,信息待补充,Unknown,unknown,unknown,797|1578,Unknown
entity_6779,动力模块故障时仍满足要求,信息待补充,Unknown,unknown,unknown,797|1578,Unknown
entity_6780,尾轴管,信息待补充,Unknown,unknown,unknown,798|1579,Unknown
entity_6781,螺旋桨传动轴,信息待补充,Unknown,unknown,unknown,798|1579,Unknown
entity_6782,船舶推进系统,信息待补充,Unknown,unknown,unknown,798|1579,Unknown
entity_6783,储油池,信息待补充,Unknown,unknown,unknown,798|1579,Unknown
entity_6784,桨轴,信息待补充,Unknown,unknown,unknown,799|1580|1581|800|353,Unknown
entity_6785,激光,信息待补充,Unknown,unknown,unknown,1268|1270|144,Unknown
entity_6786,传统测量工具,信息待补充,Unknown,unknown,unknown,1268,Unknown
entity_6787,三维测量,信息待补充,Unknown,unknown,unknown,1268,Unknown
entity_6788,测量结果,信息待补充,Unknown,unknown,unknown,1268,Unknown
entity_6789,装配误差,信息待补充,Unknown,unknown,unknown,1269,Unknown
entity_6790,测量工具,信息待补充,Unknown,unknown,unknown,1269,Unknown
entity_6791,分段检测,信息待补充,Unknown,unknown,unknown,1270|1296,Unknown
entity_6792,非接触高精度检测,信息待补充,Unknown,unknown,unknown,1270,Unknown
entity_6793,靶镜,信息待补充,Unknown,unknown,unknown,1270,Unknown
entity_6794,间接测量结果,信息待补充,Unknown,unknown,unknown,1270,Unknown
entity_6795,三维坐标测量,信息待补充,Unknown,unknown,unknown,1270|211,Unknown
entity_6796,测量精度±1mm,信息待补充,Unknown,unknown,unknown,1270,Unknown
entity_6797,激光发送器,信息待补充,Unknown,unknown,unknown,1271,Unknown
entity_6798,接收器,信息待补充,Unknown,unknown,unknown,1271,Unknown
entity_6799,接受中心,信息待补充,Unknown,unknown,unknown,1271,Unknown
entity_6800,测量资料,信息待补充,Unknown,unknown,unknown,1271,Unknown
entity_6801,企业,信息待补充,Unknown,unknown,unknown,1271,Unknown
entity_6802,实时测量与控制,信息待补充,Unknown,unknown,unknown,1272,Unknown
entity_6803,船体分段船坞或船台搭载过程,信息待补充,Unknown,unknown,unknown,1272,Unknown
entity_6804,船体分段搭载的全自动化,信息待补充,Unknown,unknown,unknown,1272,Unknown
entity_6805,亚毫米精度,信息待补充,Unknown,unknown,unknown,1272,Unknown
entity_6806,传统测量方法,信息待补充,Unknown,unknown,unknown,1272|1274,Unknown
entity_6807,测量准确快捷,信息待补充,Unknown,unknown,unknown,1272,Unknown
entity_6808,数字化船坞,信息待补充,Unknown,unknown,unknown,1272,Unknown
entity_6809,船体合拢,信息待补充,Unknown,unknown,unknown,1274,Unknown
entity_6810,船体分道建造精度管理体系,信息待补充,Unknown,unknown,unknown,1275,Unknown
entity_6811,补偿量值,信息待补充,Unknown,unknown,unknown,1275,Unknown
entity_6812,船体加工工艺方法,信息待补充,Unknown,unknown,unknown,1275,Unknown
entity_6813,标准,信息待补充,Unknown,unknown,unknown,1275|458|357,Unknown
entity_6814,船体建造各阶段的精度管理要求,信息待补充,Unknown,unknown,unknown,1275,Unknown
entity_6815,船体精度控制的成败,信息待补充,Unknown,unknown,unknown,1275,Unknown
entity_6816,研究产品各零部件之间尺寸关系,信息待补充,Unknown,unknown,unknown,1275,Unknown
entity_6817,分析影响装配精度的因素,信息待补充,Unknown,unknown,unknown,1275,Unknown
entity_6818,确定各种有关零件、部件尺寸和位置公差,信息待补充,Unknown,unknown,unknown,1275,Unknown
entity_6819,保证产品的装配精度及技术要求,信息待补充,Unknown,unknown,unknown,1275,Unknown
entity_6820,封闭性,信息待补充,Unknown,unknown,unknown,1275,Unknown
entity_6821,制约性,信息待补充,Unknown,unknown,unknown,1275,Unknown
entity_6822,至少由三个环组成,信息待补充,Unknown,unknown,unknown,1275,Unknown
entity_6823,环,信息待补充,Unknown,unknown,unknown,1276,Unknown
entity_6824,中间算法,信息待补充,Unknown,unknown,unknown,1278,Unknown
entity_6825,加工过程,信息待补充,Unknown,unknown,unknown,1278,Unknown
entity_6826,合拢精度,信息待补充,Unknown,unknown,unknown,1278,Unknown
entity_6827,总段制作,信息待补充,Unknown,unknown,unknown,1278,Unknown
entity_6828,部件制作,信息待补充,Unknown,unknown,unknown,1278|1292,Unknown
entity_6829,零件制作,信息待补充,Unknown,unknown,unknown,1278,Unknown
entity_6830,无余量上船台,信息待补充,Unknown,unknown,unknown,1278,Unknown
entity_6831,补偿量计算,信息待补充,Unknown,unknown,unknown,1278,Unknown
entity_6832,随机误差,信息待补充,Unknown,unknown,unknown,1278|1281,Unknown
entity_6833,下料,信息待补充,Unknown,unknown,unknown,1278|1296,Unknown
entity_6834,余量切割范围,信息待补充,Unknown,unknown,unknown,1278,Unknown
entity_6835,初余量设计值,信息待补充,Unknown,unknown,unknown,1278,Unknown
entity_6836,余量切割时机,信息待补充,Unknown,unknown,unknown,1278,Unknown
entity_6837,具体补偿值,信息待补充,Unknown,unknown,unknown,1278,Unknown
entity_6838,工艺参数,信息待补充,Unknown,unknown,unknown,1279|167|172|180,Unknown
entity_6839,气割补偿,信息待补充,Unknown,unknown,unknown,1279,Unknown
entity_6840,焊接补偿,信息待补充,Unknown,unknown,unknown,1279,Unknown
entity_6841,焊缝补偿,信息待补充,Unknown,unknown,unknown,1279,Unknown
entity_6842,船台装配大环缝端接头的补偿,信息待补充,Unknown,unknown,unknown,1279,Unknown
entity_6843,反变形补偿,信息待补充,Unknown,unknown,unknown,1279,Unknown
entity_6844,温差补偿,信息待补充,Unknown,unknown,unknown,1279,Unknown
entity_6845,火工矫正补偿,信息待补充,Unknown,unknown,unknown,1279,Unknown
entity_6846,工件,信息待补充,Unknown,unknown,unknown,1280|1439|658|983,Unknown
entity_6847,系统补偿量值,信息待补充,Unknown,unknown,unknown,1280,Unknown
entity_6848,理想精度,信息待补充,Unknown,unknown,unknown,1282,Unknown
entity_6849,施工偏差,信息待补充,Unknown,unknown,unknown,1282,Unknown
entity_6850,零件加工,信息待补充,Unknown,unknown,unknown,1283|949|1003|62|66|478|480|1165|965|994|505,Unknown
entity_6851,零件装配,信息待补充,Unknown,unknown,unknown,1283,Unknown
entity_6852,组件装配,信息待补充,Unknown,unknown,unknown,1283,Unknown
entity_6853,总段装配,信息待补充,Unknown,unknown,unknown,1283|232|522,Unknown
entity_6854,船台(坞)合拢,信息待补充,Unknown,unknown,unknown,1283,Unknown
entity_6855,焊缝纵向焊接收缩,信息待补充,Unknown,unknown,unknown,1283,Unknown
entity_6856,船体精度,信息待补充,Unknown,unknown,unknown,1283,Unknown
entity_6857,船体制造,信息待补充,Unknown,unknown,unknown,1283|1416,Unknown
entity_6858,船体精度控制,信息待补充,Unknown,unknown,unknown,1283,Unknown
entity_6859,船体装配精度,信息待补充,Unknown,unknown,unknown,1283,Unknown
entity_6860,船体结构寿命,信息待补充,Unknown,unknown,unknown,1283,Unknown
entity_6861,沿焊接方向单位长度的基本金属从热源所获得的热量,信息待补充,Unknown,unknown,unknown,1284,Unknown
entity_6862,q_n = 0.24ηUI / v,信息待补充,Unknown,unknown,unknown,1284,Unknown
entity_6863,线能量计算公式中,信息待补充,Unknown,unknown,unknown,1284,Unknown
entity_6864,Δb = 1.01e^{0.0464δ},信息待补充,Unknown,unknown,unknown,1284,Unknown
entity_6865,焊缝横向收缩量,信息待补充,Unknown,unknown,unknown,1285,Unknown
entity_6866,计算公式,信息待补充,Unknown,unknown,unknown,1285,Unknown
entity_6867,分段的建造方法,信息待补充,Unknown,unknown,unknown,1286,Unknown
entity_6868,船厂的生产条件,信息待补充,Unknown,unknown,unknown,1286,Unknown
entity_6869,船舶吨位,信息待补充,Unknown,unknown,unknown,1287,Unknown
entity_6870,纵、横骨架结构型式,信息待补充,Unknown,unknown,unknown,1287,Unknown
entity_6871,装焊程序,信息待补充,Unknown,unknown,unknown,1287,Unknown
entity_6872,改良设计,信息待补充,Unknown,unknown,unknown,1289,Unknown
entity_6873,钢材厚度,信息待补充,Unknown,unknown,unknown,1289,Unknown
entity_6874,分段切割,信息待补充,Unknown,unknown,unknown,1289,Unknown
entity_6875,改善施工方法,信息待补充,Unknown,unknown,unknown,1289,Unknown
entity_6876,造船过程控制,信息待补充,Unknown,unknown,unknown,1289,Unknown
entity_6877,工序产品尺寸,信息待补充,Unknown,unknown,unknown,1290,Unknown
entity_6878,精度控制系统,信息待补充,Unknown,unknown,unknown,1290,Unknown
entity_6879,补偿量结果,信息待补充,Unknown,unknown,unknown,1290,Unknown
entity_6880,下一工序,信息待补充,Unknown,unknown,unknown,1290,Unknown
entity_6881,预修整量,信息待补充,Unknown,unknown,unknown,1290,Unknown
entity_6882,预修整,信息待补充,Unknown,unknown,unknown,1290,Unknown
entity_6883,偏差尺寸部分,信息待补充,Unknown,unknown,unknown,1290,Unknown
entity_6884,尺寸链组成环数目,信息待补充,Unknown,unknown,unknown,1291,Unknown
entity_6885,先进制造技术,信息待补充,Unknown,unknown,unknown,1291,Unknown
entity_6886,成熟的工艺技术,信息待补充,Unknown,unknown,unknown,1291,Unknown
entity_6887,先进的生产设备,信息待补充,Unknown,unknown,unknown,1291,Unknown
entity_6888,科学的管理团队,信息待补充,Unknown,unknown,unknown,1291,Unknown
entity_6889,补偿量标准,信息待补充,Unknown,unknown,unknown,1292,Unknown
entity_6890,收缩公差标准,信息待补充,Unknown,unknown,unknown,1292,Unknown
entity_6891,基准线标准,信息待补充,Unknown,unknown,unknown,1292,Unknown
entity_6892,参考线标准,信息待补充,Unknown,unknown,unknown,1292,Unknown
entity_6893,检查次序标准,信息待补充,Unknown,unknown,unknown,1292,Unknown
entity_6894,部件加工和装配标准,信息待补充,Unknown,unknown,unknown,1292,Unknown
entity_6895,信息传递和管理标准,信息待补充,Unknown,unknown,unknown,1292,Unknown
entity_6896,先进仪器,信息待补充,Unknown,unknown,unknown,1292,Unknown
entity_6897,软件,信息待补充,Unknown,unknown,unknown,1292|1416|635,Unknown
entity_6898,零部件加工,信息待补充,Unknown,unknown,unknown,1292,Unknown
entity_6899,构件转配,信息待补充,Unknown,unknown,unknown,1292,Unknown
entity_6900,船体大合拢,信息待补充,Unknown,unknown,unknown,1292,Unknown
entity_6901,误差的统计分析,信息待补充,Unknown,unknown,unknown,1292,Unknown
entity_6902,数字化技术,信息待补充,Unknown,unknown,unknown,1292,Unknown
entity_6903,装配流水线,信息待补充,Unknown,unknown,unknown,1294,Unknown
entity_6904,钢板的火焰切割,信息待补充,Unknown,unknown,unknown,1295,Unknown
entity_6905,热弯,信息待补充,Unknown,unknown,unknown,1295|106,Unknown
entity_6906,水火校正,信息待补充,Unknown,unknown,unknown,1295,Unknown
entity_6907,船体分段建造,信息待补充,Unknown,unknown,unknown,1296,Unknown
entity_6908,船坞或船台搭载,信息待补充,Unknown,unknown,unknown,1296,Unknown
entity_6909,小组立、中组立阶段,信息待补充,Unknown,unknown,unknown,1296,Unknown
entity_6910,修理目的,信息待补充,Unknown,unknown,unknown,1296,Unknown
entity_6911,船舶技术状况,信息待补充,Unknown,unknown,unknown,1296|1297|1305,Unknown
entity_6912,船舶正常技术状况,信息待补充,Unknown,unknown,unknown,1297,Unknown
entity_6913,扭转应力,信息待补充,Unknown,unknown,unknown,1297|1410|629,Unknown
entity_6914,船舶构件,信息待补充,Unknown,unknown,unknown,1297,Unknown
entity_6915,构件继续损耗,信息待补充,Unknown,unknown,unknown,1297,Unknown
entity_6916,船舶和机务部门,信息待补充,Unknown,unknown,unknown,1298,Unknown
entity_6917,安排修船计划,信息待补充,Unknown,unknown,unknown,1298,Unknown
entity_6918,分配修船费用,信息待补充,Unknown,unknown,unknown,1298,Unknown
entity_6919,修理前施工准备工作,信息待补充,Unknown,unknown,unknown,1298,Unknown
entity_6920,需修部位清楚,信息待补充,Unknown,unknown,unknown,1298,Unknown
entity_6921,情况准确,信息待补充,Unknown,unknown,unknown,1298,Unknown
entity_6922,技术合理,信息待补充,Unknown,unknown,unknown,1298,Unknown
entity_6923,修理工作的顺利进行,信息待补充,Unknown,unknown,unknown,1298,Unknown
entity_6924,技术质量要求,信息待补充,Unknown,unknown,unknown,1298,Unknown
entity_6925,修理类型,信息待补充,Unknown,unknown,unknown,1298,Unknown
entity_6926,航修站,信息待补充,Unknown,unknown,unknown,1299,Unknown
entity_6927,工程专用设备,信息待补充,Unknown,unknown,unknown,1300,Unknown
entity_6928,挖泥工具,信息待补充,Unknown,unknown,unknown,1300,Unknown
entity_6929,泥泵,信息待补充,Unknown,unknown,unknown,1300,Unknown
entity_6930,桩锤,信息待补充,Unknown,unknown,unknown,1300,Unknown
entity_6931,绞机,信息待补充,Unknown,unknown,unknown,1300,Unknown
entity_6932,机动船,信息待补充,Unknown,unknown,unknown,1301|1303,Unknown
entity_6933,工程船,信息待补充,Unknown,unknown,unknown,1301|1303,Unknown
entity_6934,冷藏驳船,信息待补充,Unknown,unknown,unknown,1301,Unknown
entity_6935,食品驳船,信息待补充,Unknown,unknown,unknown,1301,Unknown
entity_6936,一级油驳船,信息待补充,Unknown,unknown,unknown,1301,Unknown
entity_6937,绞滩船,信息待补充,Unknown,unknown,unknown,1301|1303,Unknown
entity_6938,泵船,信息待补充,Unknown,unknown,unknown,1301,Unknown
entity_6939,货驳,信息待补充,Unknown,unknown,unknown,1301|1303,Unknown
entity_6940,二级以下油驳,信息待补充,Unknown,unknown,unknown,1301|1303,Unknown
entity_6941,定期检查,信息待补充,Unknown,unknown,unknown,1302,Unknown
entity_6942,更换部分船壳,信息待补充,Unknown,unknown,unknown,1302,Unknown
entity_6943,更换甲板,信息待补充,Unknown,unknown,unknown,1302,Unknown
entity_6944,更换骨架,信息待补充,Unknown,unknown,unknown,1302,Unknown
entity_6945,更换主机主要部件,信息待补充,Unknown,unknown,unknown,1302,Unknown
entity_6946,整台更新辅机,信息待补充,Unknown,unknown,unknown,1302,Unknown
entity_6947,割换燃烧室,信息待补充,Unknown,unknown,unknown,1302,Unknown
entity_6948,工程船专业设备拆验,信息待补充,Unknown,unknown,unknown,1302,Unknown
entity_6949,更换挖泥设备主要部件,信息待补充,Unknown,unknown,unknown,1302,Unknown
entity_6950,更换打桩设备主要部件,信息待补充,Unknown,unknown,unknown,1302,Unknown
entity_6951,更换起重设备主要部件,信息待补充,Unknown,unknown,unknown,1302,Unknown
entity_6952,更换专用电气设备,信息待补充,Unknown,unknown,unknown,1302,Unknown
entity_6953,冷藏驳,信息待补充,Unknown,unknown,unknown,1303,Unknown
entity_6954,食品驳,信息待补充,Unknown,unknown,unknown,1303,Unknown
entity_6955,一级油驳,信息待补充,Unknown,unknown,unknown,1303,Unknown
entity_6956,海上钢质泵船,信息待补充,Unknown,unknown,unknown,1303,Unknown
entity_6957,江河钢质泵船,信息待补充,Unknown,unknown,unknown,1303,Unknown
entity_6958,沉船,信息待补充,Unknown,unknown,unknown,1304,Unknown
entity_6959,火灾船只,信息待补充,Unknown,unknown,unknown,1304,Unknown
entity_6960,保养,信息待补充,Unknown,unknown,unknown,1305|1355,Unknown
entity_6961,修船措施,信息待补充,Unknown,unknown,unknown,1305,Unknown
entity_6962,修船质量,信息待补充,Unknown,unknown,unknown,1305,Unknown
entity_6963,修船周期,信息待补充,Unknown,unknown,unknown,1305,Unknown
entity_6964,修船单位,信息待补充,Unknown,unknown,unknown,1305,Unknown
entity_6965,用船单位,信息待补充,Unknown,unknown,unknown,1305,Unknown
entity_6966,验船单位,信息待补充,Unknown,unknown,unknown,1305,Unknown
entity_6967,定点修船,信息待补充,Unknown,unknown,unknown,1305,Unknown
entity_6968,长江沿岸的船厂,信息待补充,Unknown,unknown,unknown,1305,Unknown
entity_6969,准备工作,信息待补充,Unknown,unknown,unknown,1306,Unknown
entity_6970,基本工作,信息待补充,Unknown,unknown,unknown,1306,Unknown
entity_6971,辅助工作,信息待补充,Unknown,unknown,unknown,1306,Unknown
entity_6972,有毒气体,信息待补充,Unknown,unknown,unknown,1307,Unknown
entity_6973,工作场所,信息待补充,Unknown,unknown,unknown,1307,Unknown
entity_6974,船舶设备,信息待补充,Unknown,unknown,unknown,1309,Unknown
entity_6975,设计,信息待补充,Unknown,unknown,unknown,1309|1327|1346|1364|565|1497|464|478|488|499|365|1151|957|963|716,Unknown
entity_6976,修订修船单,信息待补充,Unknown,unknown,unknown,1309,Unknown
entity_6977,皱折,信息待补充,Unknown,unknown,unknown,1311,Unknown
entity_6978,机器设备,信息待补充,Unknown,unknown,unknown,1312,Unknown
entity_6979,电气设备,信息待补充,Unknown,unknown,unknown,1312,Unknown
entity_6980,舾装零件,信息待补充,Unknown,unknown,unknown,1312,Unknown
entity_6981,炉膛,信息待补充,Unknown,unknown,unknown,1312,Unknown
